SL. NO.,Star,Seat Name,Region Overlap,Holder Buffs,Title Name,Buff,Regional Bonuses,Owned,Owner,Rein,Slots,Wall,Tier
23,3,Horn Hill,"King's Landing, Highgarden",3.5 Attack,3.5 Attack x5,D2W vs 3.5* SoP +2%,0,NO,0,736k,18,697k,T3
23,3,Horn Hill,"King's Landing, Highgarden",0,3.5 Attack x5,"Rallied Troop Capacity vs 3.5* SoP +72,580",0,NO,0,736k,18,697k,T3
23,3,Horn Hill,"King's Landing, Highgarden",0,3.5 Attack x5,Rally Slots vs 3.5* SoP +2,0,NO,0,736k,18,697k,T3
24,3,Bloody Gate,"King's Landing, Eyrie",Cavalry Attack +45%,Landed Knight,Cavalry Attack +40%,March Size Reinforcing SoP +2500,NO,0,736k,18,697k,T3
24,3,Bloody Gate,"King's Landing, Eyrie",Holder March +165k,Bannerman,Troop Load +40%,Attack vs Creatures +3%,NO,0,736k,18,697k,T3
24,3,Bloody Gate,"King's Landing, Eyrie",Stable Training Capacity (cavalry) +225,Cupbearer,Defense at SoP +40%,March Speed vs Creatures +5%,NO,0,736k,18,697k,T3
24,3,Bloody Gate,"King's Landing, Eyrie",Food Gathering +56%,3.5 Attack x5,"March Size vs 3.5* SoP +120,967",Stamina Regeneration +1%,NO,0,736k,18,697k,T3
24,3,Bloody Gate,"King's Landing, Eyrie",3.5 Attack,3.5 Attack x5,D2W vs 3.5* SoP +2%,0,NO,0,736k,18,697k,T3
24,3,Bloody Gate,"King's Landing, Eyrie",0,3.5 Attack x5,"Rallied Troop Capacity vs 3.5* SoP +72,580",0,NO,0,736k,18,697k,T3
24,3,Bloody Gate,"King's Landing, Eyrie",0,3.5 Attack x5,Rally Slots vs 3.5* SoP +2,0,NO,0,736k,18,697k,T3
25,2.5,Bear Island,"King's Landing, Winterfell",Infantry Attack +38%,Bannerman,Infantry Attack +37%,March Size Reinforcing SoP +1250,NO,0,710k,18,640k,T3
25,2.5,Bear Island,"King's Landing, Winterfell",Holder March +86k,Maester,Trap Capacity +4620,Construction Speed +4%,NO,0,710k,18,640k,T3
25,2.5,Bear Island,"King's Landing, Winterfell",Food Gathering +47%,Cupbearer,Siege Health +37%,Forging Speed +4%,NO,0,710k,18,640k,T3
25,2.5,Bear Island,"King's Landing, Winterfell",Trap Attack +56%,3 Attack x5,"March Size vs 3* SoP +117,147",Healing Speed +6%,NO,0,710k,18,640k,T3
25,2.5,Bear Island,"King's Landing, Winterfell",3 Attack,3 Attack x5,D2W vs 3* SoP +2%,0,NO,0,710k,18,640k,T3
25,2.5,Bear Island,"King's Landing, Winterfell",0,3 Attack x5,"Rallied Troop Capacity vs 3* SoP +70,288",0,NO,0,710k,18,640k,T3
25,2.5,Bear Island,"King's Landing, Winterfell",0,3 Attack x5,Rally Slots vs 3* SoP +1,0,NO,0,710k,18,640k,T3
26,2.5,Highpoint,"King's Landing, Winterfell, Deepwood Motte",Infantry Attack +38%,Landed Knight,Infantry Attack +37%,March Size Reinforcing SoP +1250,NO,0,710k,18,640k,T3
26,2.5,Highpoint,"King's Landing, Winterfell, Deepwood Motte",Holder March +86k,Bannerman,March Size +1848,Construction Speed +4%,NO,0,710k,18,640k,T3
26,2.5,Highpoint,"King's Landing, Winterfell, Deepwood Motte",Food Gathering +47%,Cupbearer,Infantry Defense +37%,Forging Speed +4%,NO,0,710k,18,640k,T3
26,2.5,Highpoint,"King's Landing, Winterfell, Deepwood Motte",Trap Attack +56%,3 Attack x5,"March Size vs 3* SoP +117,147",Training Speed +6%,NO,0,710k,18,640k,T3
26,2.5,Highpoint,"King's Landing, Winterfell, Deepwood Motte",3 Attack,3 Attack x5,D2W vs 3* SoP +2%,0,NO,0,710k,18,640k,T3
26,2.5,Highpoint,"King's Landing, Winterfell, Deepwood Motte",0,3 Attack x5,"Rallied Troop Capacity vs 3* SoP +70,288",0,NO,0,710k,18,640k,T3
26,2.5,Highpoint,"King's Landing, Winterfell, Deepwood Motte",0,3 Attack x5,Rally Slots vs 3* SoP +1,0,NO,0,710k,18,640k,T3
27,2.5,Pinkmaiden,"King's Landing, Riverrun",Infantry Health +38%,Bannerman,Infantry Health +37%,March Size Reinforcing SoP +1250,NO,0,710k,18,640k,T3
27,2.5,Pinkmaiden,"King's Landing, Riverrun",Holder March +86k,Spymaster,Ranged Defense +37%,Troop Load +3%,NO,0,710k,18,640k,T3
27,2.5,Pinkmaiden,"King's Landing, Riverrun",Training Speed +75%,Maester,March Speed vs Creatures +55%,Food Gathering +4%,NO,0,710k,18,640k,T3
27,2.5,Pinkmaiden,"King's Landing, Riverrun",Wood Gathering +47%,3 Attack x5,"March Size vs 3* SoP +117,147",Stone Gathering +4%,NO,0,710k,18,640k,T3
27,2.5,Pinkmaiden,"King's Landing, Riverrun",3 Attack,3 Attack x5,D2W vs 3* SoP +2%,0,NO,0,710k,18,640k,T3
27,2.5,Pinkmaiden,"King's Landing, Riverrun",0,3 Attack x5,"Rallied Troop Capacity vs 3* SoP +70,288",0,NO,0,710k,18,640k,T3
27,2.5,Pinkmaiden,"King's Landing, Riverrun",0,3 Attack x5,Rally Slots vs 3* SoP +1,0,NO,0,710k,18,640k,T3
28,2.5,Baelish Castle,"King's Landing, Eyrie",Cavalry Attack +38%,Bannerman,Cavalry Attack +37%,March Size Reinforcing SoP +1250,NO,0,710k,18,640k,T3
28,2.5,Baelish Castle,"King's Landing, Eyrie",Holder March +86k,Spymaster,Infantry Defense +37%,Attack vs Creatures +3%,NO,0,710k,18,640k,T3
28,2.5,Baelish Castle,"King's Landing, Eyrie",Stable Training Capacity (cavalry) +188,Kennelmaster,Defender Defense +55%,Health vs Creatures +3%,NO,0,710k,18,640k,T3
28,2.5,Baelish Castle,"King's Landing, Eyrie",Food Gathering +47%,3 Attack x5,"March Size vs 3* SoP +117,147",March Size vs Creatures +225,NO,0,710k,18,640k,T3
28,2.5,Baelish Castle,"King's Landing, Eyrie",3 Attack,3 Attack x5,D2W vs 3* SoP +2%,0,NO,0,710k,18,640k,T3
28,2.5,Baelish Castle,"King's Landing, Eyrie",0,3 Attack x5,"Rallied Troop Capacity vs 3* SoP +70,288",0,NO,0,710k,18,640k,T3
28,2.5,Baelish Castle,"King's Landing, Eyrie",0,3 Attack x5,Rally Slots vs 3* SoP +1,0,NO,0,710k,18,640k,T3
29,2.5,Gates of the Moon,"King's Landing, Eyrie, Bloody Gate",Cavalry Attack +38%,Bannerman,Cavalry Attack +37%,March Size Reinforcing SoP +1250,NO,0,710k,18,640k,T3
29,2.5,Gates of the Moon,"King's Landing, Eyrie, Bloody Gate",Holder March +86k,Steward,Defender Attack +55%,Stamina Regeneration +1%,NO,0,710k,18,640k,T3
29,2.5,Gates of the Moon,"King's Landing, Eyrie, Bloody Gate",Stable Training Capacity (cavalry) +188,Septon,Training Speed 74%,March Speed vs Creatures +5%,NO,0,710k,18,640k,T3
29,2.5,Gates of the Moon,"King's Landing, Eyrie, Bloody Gate",Food Gathering +47%,3 Attack x5,"March Size vs 3* SoP +117,147",March Size vs Creatures +225,NO,0,710k,18,640k,T3
29,2.5,Gates of the Moon,"King's Landing, Eyrie, Bloody Gate",3 Attack,3 Attack x5,D2W vs 3* SoP +2%,0,NO,0,710k,18,640k,T3
29,2.5,Gates of the Moon,"King's Landing, Eyrie, Bloody Gate",0,3 Attack x5,"Rallied Troop Capacity vs 3* SoP +70,288",0,NO,0,710k,18,640k,T3
29,2.5,Gates of the Moon,"King's Landing, Eyrie, Bloody Gate",0,3 Attack x5,Rally Slots vs 3* SoP +1,0,NO,0,710k,18,640k,T3
30,2.5,Dun Fort,"King's Landing, Dragonstone",Healing Cost Efficiency +75%,Bannerman,Healing Cost Efficiency +74%,March Size Reinforcing SoP +1250,NO,0,710k,18,640k,T3
30,2.5,Dun Fort,"King's Landing, Dragonstone",Holder March +86k,Steward,Food Gathering +46%,Infantry Defense +3%,NO,0,710k,18,640k,T3
30,2.5,Dun Fort,"King's Landing, Dragonstone",Iron Gathering +47%,Cupbearer,Siege Health +37%,Barracks Training Capacity(infantry) +45,NO,0,710k,18,640k,T3
30,2.5,Dun Fort,"King's Landing, Dragonstone",March Size vs Resources +3750,3 Attack x5,"March Size vs 3* SoP +117,147",Reinforcement Capacity +1500,NO,0,710k,18,640k,T3
30,2.5,Dun Fort,"King's Landing, Dragonstone",3 Attack,3 Attack x5,D2W vs 3* SoP +2%,0,NO,0,710k,18,640k,T3
30,2.5,Dun Fort,"King's Landing, Dragonstone",0,3 Attack x5,"Rallied Troop Capacity vs 3* SoP +70,288",0,NO,0,710k,18,640k,T3
30,2.5,Dun Fort,"King's Landing, Dragonstone",0,3 Attack x5,Rally Slots vs 3* SoP +1,0,NO,0,710k,18,640k,T3
31,2.5,Sandstone,"King's Landing, Sunspear",Infantry Attack +38%,Bannerman,Infantry Attack +37%,March Size Reinforcing SoP +1250,NO,0,710k,18,640k,T3
31,2.5,Sandstone,"King's Landing, Sunspear",Holder March +86k,Landed Knight,Stone Gathering +46%,March Speed vs Creatures +5%,NO,0,710k,18,640k,T3
31,2.5,Sandstone,"King's Landing, Sunspear",Defender Defense +56%,Cupbearer,Wounded Capacity +2772,Stamina Regeneration +1%,NO,0,710k,18,640k,T3
31,2.5,Sandstone,"King's Landing, Sunspear",Stone Gathering +47%,3 Attack x5,"March Size vs 3* SoP +117,147",March Size vs Creatures +225,NO,0,710k,18,640k,T3
31,2.5,Sandstone,"King's Landing, Sunspear",3 Attack,3 Attack x5,D2W vs 3* SoP +2%,0,NO,0,710k,18,640k,T3
31,2.5,Sandstone,"King's Landing, Sunspear",0,3 Attack x5,"Rallied Troop Capacity vs 3* SoP +70,288",0,NO,0,710k,18,640k,T3
31,2.5,Sandstone,"King's Landing, Sunspear",0,3 Attack x5,Rally Slots vs 3* SoP +1,0,NO,0,710k,18,640k,T3
32,2.5,Tor,"King's Landing, Sunspear",Infantry Attack +38%,Maester,Infantry Attack +37%,March Size Reinforcing SoP +1250,NO,0,710k,18,640k,T3
32,2.5,Tor,"King's Landing, Sunspear",Holder March +86k,Spymaster,Defender Attack +55%,March Speed vs Creatures +5%,NO,0,710k,18,640k,T3
32,2.5,Tor,"King's Landing, Sunspear",Defender Defense +56%,Cupbearer,Wood Production +46%,Stamina Regeneration +1%,NO,0,710k,18,640k,T3
32,2.5,Tor,"King's Landing, Sunspear",Stone Gathering +47%,3 Attack x5,"March Size vs 3* SoP +117,147",Troop Load +3%,NO,0,710k,18,640k,T3
32,2.5,Tor,"King's Landing, Sunspear",3 Attack,3 Attack x5,D2W vs 3* SoP +2%,0,NO,0,710k,18,640k,T3
32,2.5,Tor,"King's Landing, Sunspear",0,3 Attack x5,"Rallied Troop Capacity vs 3* SoP +70,288",0,NO,0,710k,18,640k,T3
32,2.5,Tor,"King's Landing, Sunspear",0,3 Attack x5,Rally Slots vs 3* SoP +1,0,NO,0,710k,18,640k,T3
33,2.5,Wyl,"King's Landing, Sunspear",Infantry Attack +38%,Maester,Infantry Attack +37%,March Size Reinforcing SoP +1250,NO,0,710k,18,640k,T3
33,2.5,Wyl,"King's Landing, Sunspear",Holder March +86k,Spymaster,March Speed +37%,Stamina Regeneration +1%,NO,0,710k,18,640k,T3
33,2.5,Wyl,"King's Landing, Sunspear",Defender Defense +56%,Cupbearer,Wood Production +46%,0,NO,0,710k,18,640k,T3
33,2.5,Wyl,"King's Landing, Sunspear",Stone Gathering +47%,3 Attack x5,"March Size vs 3* SoP +117,147",0,NO,0,710k,18,640k,T3
33,2.5,Wyl,"King's Landing, Sunspear",3 Attack,3 Attack x5,D2W vs 3* SoP +2%,0,NO,0,710k,18,640k,T3
33,2.5,Wyl,"King's Landing, Sunspear",0,3 Attack x5,"Rallied Troop Capacity vs 3* SoP +70,288",0,NO,0,710k,18,640k,T3
33,2.5,Wyl,"King's Landing, Sunspear",0,3 Attack x5,Rally Slots vs 3* SoP +1,0,NO,0,710k,18,640k,T3
34,2.5,Blackcrown,"King's Landing, Highgarden, Oldtown",Cavalry Attack +38%,Bannerman,Cavalry Attack +37%,March Size Reinforcing SoP +1250,NO,0,710k,18,640k,T3
34,2.5,Blackcrown,"King's Landing, Highgarden, Oldtown",Holder March +86k,Landed Knight,Defense at SoP +37%,Maester Speed +4%,NO,0,710k,18,640k,T3
34,2.5,Blackcrown,"King's Landing, Highgarden, Oldtown",Troop Load +38%,Cupbearer,Siege Defense +37%,March Speed vs Resources +8%,NO,0,710k,18,640k,T3
34,2.5,Blackcrown,"King's Landing, Highgarden, Oldtown",Training Speed +75%,3 Attack x5,"March Size vs 3* SoP +117,147",Steel Crafting Efficiency +8%,NO,0,710k,18,640k,T3
34,2.5,Blackcrown,"King's Landing, Highgarden, Oldtown",3 Attack,3 Attack x5,D2W vs 3* SoP +2%,0,NO,0,710k,18,640k,T3
34,2.5,Blackcrown,"King's Landing, Highgarden, Oldtown",0,3 Attack x5,"Rallied Troop Capacity vs 3* SoP +70,288",0,NO,0,710k,18,640k,T3
34,2.5,Blackcrown,"King's Landing, Highgarden, Oldtown",0,3 Attack x5,Rally Slots vs 3* SoP +1,0,NO,0,710k,18,640k,T3
35,2.5,Coldmoat,"King's Landing, Highgarden",Cavalry Attack +38%,Bannerman,Cavalry Attack +37%,March Size Reinforcing SoP +1250,NO,0,710k,18,640k,T3
35,2.5,Coldmoat,"King's Landing, Highgarden",Holder March +86k,Steward,Rallied Troop Capacity +9240,Maester Speed +4%,NO,0,710k,18,640k,T3
35,2.5,Coldmoat,"King's Landing, Highgarden",Troop Load +38%,Septon,Defender Health +55%,Training Speed +6%,NO,0,710k,18,640k,T3
35,2.5,Coldmoat,"King's Landing, Highgarden",Training Speed +75%,3 Attack x5,"March Size vs 3* SoP +117,147",Iron Gathering +4%,NO,0,710k,18,640k,T3
35,2.5,Coldmoat,"King's Landing, Highgarden",3 Attack,3 Attack x5,D2W vs 3* SoP +2%,0,NO,0,710k,18,640k,T3
35,2.5,Coldmoat,"King's Landing, Highgarden",0,3 Attack x5,"Rallied Troop Capacity vs 3* SoP +70,288",0,NO,0,710k,18,640k,T3
35,2.5,Coldmoat,"King's Landing, Highgarden",0,3 Attack x5,Rally Slots vs 3* SoP +1,0,NO,0,710k,18,640k,T3
36,2.5,Grassy Vale,"King's Landing, Highgarden",Cavalry Attack +38%,Maester,Cavalry Attack +37%,March Size Reinforcing SoP +1250,NO,0,710k,18,640k,T3
36,2.5,Grassy Vale,"King's Landing, Highgarden",Holder March +86k,Spymaster,Infantry Attack +37%,Maester Speed +4%,NO,0,710k,18,640k,T3
36,2.5,Grassy Vale,"King's Landing, Highgarden",Troop Load +38%,Cupbearer,March Speed +37%,Forging Speed +4%,NO,0,710k,18,640k,T3
36,2.5,Grassy Vale,"King's Landing, Highgarden",Training Speed +75%,3 Attack x5,"March Size vs 3* SoP +117,147",March Speed vs Resources +8%,NO,0,710k,18,640k,T3
36,2.5,Grassy Vale,"King's Landing, Highgarden",3 Attack,3 Attack x5,D2W vs 3* SoP +2%,0,NO,0,710k,18,640k,T3
36,2.5,Grassy Vale,"King's Landing, Highgarden",0,3 Attack x5,"Rallied Troop Capacity vs 3* SoP +70,288",0,NO,0,710k,18,640k,T3
36,2.5,Grassy Vale,"King's Landing, Highgarden",0,3 Attack x5,Rally Slots vs 3* SoP +1,0,NO,0,710k,18,640k,T3
37,2.5,Arbor,"King's Landing, Highgarden",Cavalry Attack +38%,Bannerman,Cavalry Attack +37%,March Size Reinforcing SoP +1250,NO,0,710k,18,640k,T3
37,2.5,Arbor,"King's Landing, Highgarden",Holder March +86k,Septon,March Size +1848,Maester Speed +4%,NO,0,710k,18,640k,T3
37,2.5,Arbor,"King's Landing, Highgarden",Troop Load +38%,Cupbearer,Trap Capacity +4620,Troop Load +3%,NO,0,710k,18,640k,T3
37,2.5,Arbor,"King's Landing, Highgarden",Training Speed +75%,3 Attack x5,"March Size vs 3* SoP +117,147",Steel Crafting Efficiency +8%,NO,0,710k,18,640k,T3
37,2.5,Arbor,"King's Landing, Highgarden",3 Attack,3 Attack x5,D2W vs 3* SoP +2%,0,NO,0,710k,18,640k,T3
37,2.5,Arbor,"King's Landing, Highgarden",0,3 Attack x5,"Rallied Troop Capacity vs 3* SoP +70,288",0,NO,0,710k,18,640k,T3
37,2.5,Arbor,"King's Landing, Highgarden",0,3 Attack x5,Rally Slots vs 3* SoP +1,0,NO,0,710k,18,640k,T3
38,2.5,Ashemark,"King's Landing, Casterly Rock",Ranged Attack +38%,Maester,Ranged Attack +37%,March Size Reinforcing SoP +1250,NO,0,710k,18,640k,T3
38,2.5,Ashemark,"King's Landing, Casterly Rock",Holder March +86k,Spymaster,Troop Load +37%,Food Gathering +4%,NO,0,710k,18,640k,T3
38,2.5,Ashemark,"King's Landing, Casterly Rock",Maester Speed +47%,Cupbearer,Defense at Sop +37%,Stone Gathering +4%,NO,0,710k,18,640k,T3
38,2.5,Ashemark,"King's Landing, Casterly Rock",March Speed vs Creatures +56%,3 Attack x5,"March Size vs 3* SoP +117,147",March Speed vs Resources +8%,NO,0,710k,18,640k,T3
38,2.5,Ashemark,"King's Landing, Casterly Rock",3 Attack,3 Attack x5,D2W vs 3* SoP +2%,0,NO,0,710k,18,640k,T3
38,2.5,Ashemark,"King's Landing, Casterly Rock",0,3 Attack x5,"Rallied Troop Capacity vs 3* SoP +70,288",0,NO,0,710k,18,640k,T3
38,2.5,Ashemark,"King's Landing, Casterly Rock",0,3 Attack x5,Rally Slots vs 3* SoP +1,0,NO,0,710k,18,640k,T3
39,2.5,Crakehall,"King's Landing, Casterly Rock, Clegane's Keep",Ranged Attack +38%,Bannerman,Ranged Attack +37%,March Size Reinforcing SoP +1250,NO,0,710k,18,640k,T3
39,2.5,Crakehall,"King's Landing, Casterly Rock, Clegane's Keep",Holder March +86k,Maester,Food Production +46%,Iron Gathering +4%,NO,0,710k,18,640k,T3
39,2.5,Crakehall,"King's Landing, Casterly Rock, Clegane's Keep",Maester Speed +47%,Cupbearer,March Speed vs SoP +37%,Wood Gathering +4%,NO,0,710k,18,640k,T3
39,2.5,Crakehall,"King's Landing, Casterly Rock, Clegane's Keep",March Speed vs Creatures +56%,3 Attack x5,"March Size vs 3* SoP +117,147",Troop Load +3%,NO,0,710k,18,640k,T3
39,2.5,Crakehall,"King's Landing, Casterly Rock, Clegane's Keep",3 Attack,3 Attack x5,D2W vs 3* SoP +2%,0,NO,0,710k,18,640k,T3
39,2.5,Crakehall,"King's Landing, Casterly Rock, Clegane's Keep",0,3 Attack x5,"Rallied Troop Capacity vs 3* SoP +70,288",0,NO,0,710k,18,640k,T3
39,2.5,Crakehall,"King's Landing, Casterly Rock, Clegane's Keep",0,3 Attack x5,Rally Slots vs 3* SoP +1,0,NO,0,710k,18,640k,T3
40,2.5,Feastfires,"King's Landing, Casterly Rock",Ranged Attack +38%,Maester,Ranged Attack +37%,March Size Reinforcing SoP +1250,NO,0,710k,18,640k,T3
40,2.5,Feastfires,"King's Landing, Casterly Rock",Holder March +86k,Spymaster,Infantry Health +37%,Iron Gathering +4%,NO,0,710k,18,640k,T3
40,2.5,Feastfires,"King's Landing, Casterly Rock",Maester Speed +47%,Cupbearer,Siege Health +37%,Stone Gathering +4%,NO,0,710k,18,640k,T3
40,2.5,Feastfires,"King's Landing, Casterly Rock",March Speed vs Creatures +56%,3 Attack x5,"March Size vs 3* SoP +117,147",March Speed vs Resources +8%,NO,0,710k,18,640k,T3
40,2.5,Feastfires,"King's Landing, Casterly Rock",3 Attack,3 Attack x5,D2W vs 3* SoP +2%,0,NO,0,710k,18,640k,T3
40,2.5,Feastfires,"King's Landing, Casterly Rock",0,3 Attack x5,"Rallied Troop Capacity vs 3* SoP +70,288",0,NO,0,710k,18,640k,T3
40,2.5,Feastfires,"King's Landing, Casterly Rock",0,3 Attack x5,Rally Slots vs 3* SoP +1,0,NO,0,710k,18,640k,T3
41,2.5,Kayce,"King's Landing, Casterly Rock",Ranged Attack +38%,Bannerman,Ranged Attack +37%,March Size Reinforcing SoP +1250,NO,0,710k,18,640k,T3
41,2.5,Kayce,"King's Landing, Casterly Rock",Holder March +86k,Septon,March Size +1848,March Speed vs Resources +8%,NO,0,710k,18,640k,T3
41,2.5,Kayce,"King's Landing, Casterly Rock",Maester Speed +47%,Cupbearer,March Size vs Resources +3696,Food Gathering +4%,NO,0,710k,18,640k,T3
41,2.5,Kayce,"King's Landing, Casterly Rock",March Speed vs Creatures +56%,3 Attack x5,"March Size vs 3* SoP +117,147",Iron Gathering +4%,NO,0,710k,18,640k,T3
41,2.5,Kayce,"King's Landing, Casterly Rock",3 Attack,3 Attack x5,D2W vs 3* SoP +2%,0,NO,0,710k,18,640k,T3
41,2.5,Kayce,"King's Landing, Casterly Rock",0,3 Attack x5,"Rallied Troop Capacity vs 3* SoP +70,288",0,NO,0,710k,18,640k,T3
41,2.5,Kayce,"King's Landing, Casterly Rock",0,3 Attack x5,Rally Slots vs 3* SoP +1,0,NO,0,710k,18,640k,T3
42,2.5,Banefort,"King's Landing, Casterly Rock",Ranged Attack +38%,Bannerman,Ranged Attack +37%,March Size Reinforcing SoP +1250,NO,0,710k,18,640k,T3
42,2.5,Banefort,"King's Landing, Casterly Rock",Holder March +86k,Spymaster,Attack vs Creatures +37%,Food Gathering +4%,NO,0,710k,18,640k,T3
42,2.5,Banefort,"King's Landing, Casterly Rock",Maester Speed +47%,Maester,Attack at SoP +37%,Wood Gathering +4%,NO,0,710k,18,640k,T3
42,2.5,Banefort,"King's Landing, Casterly Rock",March Speed vs Creatures +56%,3 Attack x5,"March Size vs 3* SoP +117,147",Training Speed +6%,NO,0,710k,18,640k,T3
42,2.5,Banefort,"King's Landing, Casterly Rock",3 Attack,3 Attack x5,D2W vs 3* SoP +2%,0,NO,0,710k,18,640k,T3
42,2.5,Banefort,"King's Landing, Casterly Rock",0,3 Attack x5,"Rallied Troop Capacity vs 3* SoP +70,288",0,NO,0,710k,18,640k,T3
42,2.5,Banefort,"King's Landing, Casterly Rock",0,3 Attack x5,Rally Slots vs 3* SoP +1,0,NO,0,710k,18,640k,T3
43,2.5,Bronzegate,"King's Landing, Storm's End",Ranged Attack +38%,Landed Knight,Ranged Attack +37%,March Size Reinforcing SoP +1250,NO,0,710k,18,640k,T3
43,2.5,Bronzegate,"King's Landing, Storm's End",Holder March +86k,Bannerman,Wood Gathering +46%,Barracks Training Capacity (infantry) +45,NO,0,710k,18,640k,T3
43,2.5,Bronzegate,"King's Landing, Storm's End",Maester Speed +47%,Cupbearer,Wood Gathering +46%,Training Speed +6%,NO,0,710k,18,640k,T3
43,2.5,Bronzegate,"King's Landing, Storm's End",March Speed vs Creatures +56%,3 Attack x5,"March Size vs 3* SoP +117,147",March Speed +6%,NO,0,710k,18,640k,T3
43,2.5,Bronzegate,"King's Landing, Storm's End",3 Attack,3 Attack x5,D2W vs 3* SoP +2%,0,NO,0,710k,18,640k,T3
43,2.5,Bronzegate,"King's Landing, Storm's End",0,3 Attack x5,"Rallied Troop Capacity vs 3* SoP +70,288",0,NO,0,710k,18,640k,T3
43,2.5,Bronzegate,"King's Landing, Storm's End",0,3 Attack x5,Rally Slots vs 3* SoP +1,0,NO,0,710k,18,640k,T3
44,2.5,Griffin's Roost,"King's Landing, Storm's End",Ranged Attack +38%,Bannerman,Ranged Attack +37%,March Size Reinforcing SoP +1250,NO,0,710k,18,640k,T3
44,2.5,Griffin's Roost,"King's Landing, Storm's End",Holder March +86k,Steward,Cavalry Defense +37%,Range Training Capacity (ranged) +45,NO,0,710k,18,640k,T3
44,2.5,Griffin's Roost,"King's Landing, Storm's End",Maester Speed +47%,Septon,Stone Production +46%,Training Speed +6%,NO,0,710k,18,640k,T3
44,2.5,Griffin's Roost,"King's Landing, Storm's End",March Speed vs Creatures +56%,3 Attack x5,"March Size vs 3* SoP +117,147",Healing Speed +6%,NO,0,710k,18,640k,T3
44,2.5,Griffin's Roost,"King's Landing, Storm's End",3 Attack,3 Attack x5,D2W vs 3* SoP +2%,0,NO,0,710k,18,640k,T3
44,2.5,Griffin's Roost,"King's Landing, Storm's End",0,3 Attack x5,"Rallied Troop Capacity vs 3* SoP +70,288",0,NO,0,710k,18,640k,T3
44,2.5,Griffin's Roost,"King's Landing, Storm's End",0,3 Attack x5,Rally Slots vs 3* SoP +1,0,NO,0,710k,18,640k,T3
45,2.5,Haystack Hall,"King's Landing, Storm's End",Ranged Attack +38%,Bannerman,Ranged Attack +37%,March Size Reinforcing SoP +1250,NO,0,710k,18,640k,T3
45,2.5,Haystack Hall,"King's Landing, Storm's End",Holder March +86k,Maester,Ranged Attack +37%,Range Training Capacity (ranged) +45,NO,0,710k,18,640k,T3
45,2.5,Haystack Hall,"King's Landing, Storm's End",Maester Speed +47%,Cupbearer,Food Gathering +46%,Healing Cost Efficiency +6%,NO,0,710k,18,640k,T3
45,2.5,Haystack Hall,"King's Landing, Storm's End",March Speed vs Creatures +56%,3 Attack x5,"March Size vs 3* SoP +117,147",Reinforcement Capacity +1500,NO,0,710k,18,640k,T3
45,2.5,Haystack Hall,"King's Landing, Storm's End",3 Attack,3 Attack x5,D2W vs 3* SoP +2%,0,NO,0,710k,18,640k,T3
45,2.5,Haystack Hall,"King's Landing, Storm's End",0,3 Attack x5,"Rallied Troop Capacity vs 3* SoP +70,288",0,NO,0,710k,18,640k,T3
45,2.5,Haystack Hall,"King's Landing, Storm's End",0,3 Attack x5,Rally Slots vs 3* SoP +1,0,NO,0,710k,18,640k,T3
46,2.5,Nightsong,"King's Landing, Storm's End, Harvest Hall",Ranged Attack +38%,Bannerman,Ranged Attack +37%,March Size Reinforcing SoP +1250,NO,0,710k,18,640k,T3
46,2.5,Nightsong,"King's Landing, Storm's End, Harvest Hall",Holder March +86k,Septon,Troop Defense +18%,Range Training Capacity (ranged) +45,NO,0,710k,18,640k,T3
46,2.5,Nightsong,"King's Landing, Storm's End, Harvest Hall",Maester Speed +47%,Cupbearer,Troop Load +37%,Training Speed +6%,NO,0,710k,18,640k,T3
46,2.5,Nightsong,"King's Landing, Storm's End, Harvest Hall",March Speed vs Creatures +56%,3 Attack x5,"March Size vs 3* SoP +117,147",March Speed +6%,NO,0,710k,18,640k,T3
46,2.5,Nightsong,"King's Landing, Storm's End, Harvest Hall",3 Attack,3 Attack x5,D2W vs 3* SoP +2%,0,NO,0,710k,18,640k,T3
46,2.5,Nightsong,"King's Landing, Storm's End, Harvest Hall",0,3 Attack x5,"Rallied Troop Capacity vs 3* SoP +70,288",0,NO,0,710k,18,640k,T3
46,2.5,Nightsong,"King's Landing, Storm's End, Harvest Hall",0,3 Attack x5,Rally Slots vs 3* SoP +1,0,NO,0,710k,18,640k,T3
47,2.5,Steadfast Pavilion,"King's Landing, Storm's End",Ranged Attack +38%,Bannerman,Ranged Attack +37%,March Size Reinforcing SoP +1250,NO,0,710k,18,640k,T3
47,2.5,Steadfast Pavilion,"King's Landing, Storm's End",Holder March +86k,Septon,Infantry Defense +37%,Range Training Capacity (ranged) +45,NO,0,710k,18,640k,T3
47,2.5,Steadfast Pavilion,"King's Landing, Storm's End",Maester Speed +47%,Cupbearer,Ranged Attack +37%,Training Speed +6%,NO,0,710k,18,640k,T3
47,2.5,Steadfast Pavilion,"King's Landing, Storm's End",March Speed vs Creatures +56%,3 Attack x5,"March Size vs 3* SoP +117,147",March Speed +6%,NO,0,710k,18,640k,T3
47,2.5,Steadfast Pavilion,"King's Landing, Storm's End",3 Attack,3 Attack x5,D2W vs 3* SoP +2%,0,NO,0,710k,18,640k,T3
47,2.5,Steadfast Pavilion,"King's Landing, Storm's End",0,3 Attack x5,"Rallied Troop Capacity vs 3* SoP +70,288",0,NO,0,710k,18,640k,T3
